,opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,cluster,series,sales_price,manager,regional_office
1276,6TB7XA83,Cecily Lampkin,MG Special,dambase,Won,2017-03-04,2017-05-18,51.0,0.0,,,Dustin Brinkmann,Central
1277,U5UM9W8V,Corliss Cosme,GTX Plus Basic,Zencorporation,Lost,2017-03-04,2017-05-09,0.0,,,,Cara Losch,East
1278,5JDWBOLS,Daniell Hammack,GTX Basic,,Engaging,2017-03-04,,,,,,Rocco Neubert,East
1279,POB32WHJ,Daniell Hammack,GTX Plus Basic,Acme Corporation,Lost,2017-03-04,2017-05-06,0.0,,,,Rocco Neubert,East
1280,4T8KR12S,Darcel Schlecht,GTX Plus Basic,Streethex,Won,2017-03-04,2017-03-20,1076.0,0.0,,,Melvin Marxen,Central
1281,JA0D4V57,James Ascencio,MG Advanced,Y-corporation,Won,2017-03-04,2017-05-09,3685.0,1.0,,,Summer Sewald,West
1282,6CKB8I8U,Jonathan Berthelot,GTX Plus Basic,Hottechi,Lost,2017-03-04,2017-05-13,0.0,,,,Melvin Marxen,Central
1283,HKBAON9X,Kami Bicknell,GTXPro,Golddex,Won,2017-03-04,2017-05-18,3997.0,1.0,,,Summer Sewald,West
1284,7S1N6QHI,Kami Bicknell,MG Special,Y-corporation,Won,2017-03-04,2017-03-18,51.0,0.0,,,Summer Sewald,West
1285,CHI2T3IH,Kami Bicknell,MG Advanced,Sunnamplex,Won,2017-03-04,2017-03-21,3164.0,1.0,,,Summer Sewald,West
1286,X7HK448T,Lajuana Vencill,GTX Basic,Funholding,Won,2017-03-04,2017-06-22,496.0,0.0,,,Dustin Brinkmann,Central
1287,1YYN3PBU,Markita Hansen,MG Advanced,Faxquote,Lost,2017-03-04,2017-05-13,0.0,,,,Celia Rouche,West
1288,R4L36Y0P,Marty Freudenburg,GTX Basic,Stanredtax,Won,2017-03-04,2017-03-26,579.0,0.0,,,Melvin Marxen,Central
1289,CPTEPYPZ,Maureen Marcano,GTX Basic,Xx-holding,Lost,2017-03-04,2017-05-20,0.0,,,,Summer Sewald,West
1290,AJJ7VJWA,Niesha Huffines,GTXPro,Bioholding,Lost,2017-03-04,2017-05-02,0.0,,,,Melvin Marxen,Central
1291,8BR6E4S6,Niesha Huffines,GTXPro,Treequote,Lost,2017-03-04,2017-05-27,0.0,,,,Melvin Marxen,Central
1292,YNKWBEEN,Reed Clapper,GTX Basic,Kan-code,Won,2017-03-04,2017-06-27,521.0,0.0,,,Rocco Neubert,East
1293,SARVIBLS,Reed Clapper,MG Advanced,Gekko & Co,Won,2017-03-04,2017-03-07,3889.0,1.0,,,Rocco Neubert,East
1294,M4ZNQTEQ,Rosie Papadopoulos,MG Advanced,Plussunin,Won,2017-03-04,2017-03-12,3340.0,1.0,,,Cara Losch,East
1295,K0GWTWYL,Versie Hillebrand,MG Special,Finhigh,Lost,2017-03-04,2017-03-20,0.0,,,,Dustin Brinkmann,Central
1296,TCSQO748,Vicki Laflamme,GTXPro,Cheers,Lost,2017-03-04,2017-05-11,0.0,,,,Celia Rouche,West
1297,7TI1WTV9,Zane Levy,GTXPro,Acme Corporation,Engaging,2017-03-04,,,,,,Summer Sewald,West
1298,01EH41WA,Zane Levy,GTXPro,,Engaging,2017-03-04,,,,,,Summer Sewald,West
1299,ITCY8YV0,Zane Levy,GTXPro,Blackzim,Won,2017-03-04,2017-06-11,5876.0,1.0,,,Summer Sewald,West
1300,SAUAOZVO,Anna Snelling,GTX Plus Pro,Toughzap,Won,2017-03-05,2017-05-29,5092.0,1.0,,,Dustin Brinkmann,Central
1301,1XHLB0Q5,Boris Faz,GTX Plus Basic,Massive Dynamic,Lost,2017-03-05,2017-05-09,0.0,,,,Rocco Neubert,East
1302,71GQNH5T,Cassey Cress,MG Advanced,,Engaging,2017-03-05,,,,,,Rocco Neubert,East
1303,LSA39JBG,Daniell Hammack,GTX Basic,,Engaging,2017-03-05,,,,,,Rocco Neubert,East
1304,OJVA8ZEK,Daniell Hammack,GTX Plus Basic,Acme Corporation,Won,2017-03-05,2017-06-08,966.0,0.0,,,Rocco Neubert,East
1305,UAX3F7D4,Daniell Hammack,GTX Plus Pro,Opentech,Won,2017-03-05,2017-03-21,6024.0,1.0,,,Rocco Neubert,East
1306,7PDUWDGT,Daniell Hammack,MG Advanced,Condax,Won,2017-03-05,2017-03-14,3759.0,1.0,,,Rocco Neubert,East
1307,QWJ2TRQM,Darcel Schlecht,GTXPro,Streethex,Lost,2017-03-05,2017-05-24,0.0,,,,Melvin Marxen,Central
1308,3AU5SZ3V,Donn Cantrell,GTXPro,Donquadtech,Won,2017-03-05,2017-03-23,4443.0,1.0,,,Rocco Neubert,East
1309,BVOO33UA,Hayden Neloms,MG Advanced,Cheers,Won,2017-03-05,2017-06-28,3397.0,1.0,,,Celia Rouche,West
1310,SC7XGQVA,James Ascencio,GTX Plus Pro,Singletechno,Lost,2017-03-05,2017-03-15,0.0,,,,Summer Sewald,West
1311,UY45Y7AM,James Ascencio,MG Special,Sunnamplex,Lost,2017-03-05,2017-05-14,0.0,,,,Summer Sewald,West
1312,M92Y63Q3,Jonathan Berthelot,MG Special,Domzoom,Won,2017-03-05,2017-05-05,59.0,0.0,,,Melvin Marxen,Central
1313,AKTPC3M1,Kami Bicknell,GTX Basic,,Engaging,2017-03-05,,,,,,Summer Sewald,West
1314,JXAYTFNI,Lajuana Vencill,GTX Basic,Cancity,Lost,2017-03-05,2017-05-12,0.0,,,,Dustin Brinkmann,Central
1315,BMM5D5R4,Lajuana Vencill,GTX Basic,dambase,Lost,2017-03-05,2017-05-21,0.0,,,,Dustin Brinkmann,Central
1316,PSGTTYUT,Lajuana Vencill,GTX Basic,Rangreen,Won,2017-03-05,2017-06-06,494.0,0.0,,,Dustin Brinkmann,Central
1317,JRC2PMKX,Lajuana Vencill,GTX Plus Basic,Codehow,Won,2017-03-05,2017-05-16,1060.0,0.0,,,Dustin Brinkmann,Central
1318,JA5G7YBO,Markita Hansen,MG Special,Blackzim,Engaging,2017-03-05,,,,,,Celia Rouche,West
1319,6M5LV1ZE,Marty Freudenburg,MG Special,Scottech,Lost,2017-03-05,2017-05-26,0.0,,,,Melvin Marxen,Central
1320,CZ8PPZTC,Rosie Papadopoulos,MG Special,Bioplex,Engaging,2017-03-05,,,,,,Cara Losch,East
1321,IBZQBCSU,Rosie Papadopoulos,MG Special,Vehement Capital Partners,Lost,2017-03-05,2017-05-19,0.0,,,,Cara Losch,East
1322,YABTM1G5,Versie Hillebrand,GTX Basic,Domzoom,Lost,2017-03-05,2017-05-30,0.0,,,,Dustin Brinkmann,Central
1323,FPTH6URQ,Vicki Laflamme,GTX Basic,Faxquote,Won,2017-03-05,2017-05-11,624.0,0.0,,,Celia Rouche,West
1324,S3XE14XP,Vicki Laflamme,GTX Basic,Goodsilron,Won,2017-03-05,2017-05-08,565.0,0.0,,,Celia Rouche,West
1325,U6Q0T9KV,Vicki Laflamme,GTX Basic,Konex,Won,2017-03-05,2017-06-14,642.0,0.0,,,Celia Rouche,West
1326,YQ0Y0YQS,Violet Mclelland,MG Advanced,Newex,Engaging,2017-03-05,,,,,,Cara Losch,East
1327,HRWHRCH8,Violet Mclelland,MG Special,Betasoloin,Won,2017-03-05,2017-03-14,48.0,0.0,,,Cara Losch,East
1328,8B29CRQL,Violet Mclelland,MG Special,Donware,Won,2017-03-05,2017-05-19,60.0,0.0,,,Cara Losch,East
1329,3KM8WN7L,Boris Faz,GTX Basic,Kan-code,Won,2017-03-06,2017-05-18,522.0,0.0,,,Rocco Neubert,East
1330,5Z8S8UHK,Cassey Cress,GTX Basic,,Engaging,2017-03-06,,,,,,Rocco Neubert,East
1331,S0XILDHQ,Cassey Cress,GTX Plus Pro,Umbrella Corporation,Won,2017-03-06,2017-03-18,4701.0,1.0,,,Rocco Neubert,East
1332,ZVR3CS7N,Darcel Schlecht,GTX Plus Pro,Scottech,Lost,2017-03-06,2017-05-20,0.0,,,,Melvin Marxen,Central
1333,AZH0INTS,Elease Gluck,GTXPro,Singletechno,Won,2017-03-06,2017-03-13,4987.0,1.0,,,Celia Rouche,West
1334,9AMJKJX6,Jonathan Berthelot,GTX Basic,Inity,Won,2017-03-06,2017-05-31,579.0,0.0,,,Melvin Marxen,Central
1335,NMKAJZJ4,Kary Hendrixson,MG Special,,Engaging,2017-03-06,,,,,,Summer Sewald,West
1336,3NQBMKOK,Kary Hendrixson,GTX Basic,Kan-code,Won,2017-03-06,2017-06-29,494.0,0.0,,,Summer Sewald,West
1337,VBG91TQH,Marty Freudenburg,GTX Basic,Isdom,Won,2017-03-06,2017-06-11,545.0,0.0,,,Melvin Marxen,Central
1338,QZE24X2H,Maureen Marcano,GTX Basic,Y-corporation,Won,2017-03-06,2017-06-01,584.0,0.0,,,Summer Sewald,West
1339,WSPBQ5YR,Moses Frase,MG Advanced,dambase,Won,2017-03-06,2017-06-09,3714.0,1.0,,,Dustin Brinkmann,Central
1340,YJJ1BLPQ,Niesha Huffines,MG Advanced,Finhigh,Won,2017-03-06,2017-05-15,3423.0,1.0,,,Melvin Marxen,Central
1341,XUGTSB00,Niesha Huffines,MG Advanced,Ron-tech,Won,2017-03-06,2017-03-19,3167.0,1.0,,,Melvin Marxen,Central
1342,3DKK3JF3,Reed Clapper,GTX Basic,Acme Corporation,Lost,2017-03-06,2017-05-29,0.0,,,,Rocco Neubert,East
1343,I0TSIELX,Rosalina Dieter,GTX Plus Basic,Xx-holding,Won,2017-03-06,2017-05-29,987.0,0.0,,,Celia Rouche,West
1344,SX0SSL0H,Rosie Papadopoulos,GTX Plus Basic,,Engaging,2017-03-06,,,,,,Cara Losch,East
1345,420PORSF,Rosie Papadopoulos,MG Advanced,Konex,Lost,2017-03-06,2017-06-06,0.0,,,,Cara Losch,East
1346,DVCPCBMJ,Versie Hillebrand,MG Advanced,Domzoom,Lost,2017-03-06,2017-05-21,0.0,,,,Dustin Brinkmann,Central
1347,UMZ986GC,Versie Hillebrand,MG Advanced,Dontechi,Won,2017-03-06,2017-05-24,3428.0,1.0,,,Dustin Brinkmann,Central
1348,I7BWM5O0,Violet Mclelland,MG Special,Warephase,Engaging,2017-03-06,,,,,,Cara Losch,East
1349,UPQRP36U,Violet Mclelland,MG Special,Gekko & Co,Lost,2017-03-06,2017-05-22,0.0,,,,Cara Losch,East
1350,RZI9HX5X,Zane Levy,GTX Plus Basic,Hottechi,Won,2017-03-06,2017-05-31,1149.0,0.0,,,Summer Sewald,West
1351,WFJPWN9O,Anna Snelling,GTX Plus Pro,Globex Corporation,Won,2017-03-07,2017-06-11,6023.0,1.0,,,Dustin Brinkmann,Central
1352,6F79VYH8,Boris Faz,GTX Basic,,Engaging,2017-03-07,,,,,,Rocco Neubert,East
1353,ZQ4QTT1Z,Boris Faz,GTX Plus Basic,,Engaging,2017-03-07,,,,,,Rocco Neubert,East
1354,2WH4NUR9,Cassey Cress,GTX Basic,Bluth Company,Lost,2017-03-07,2017-06-04,0.0,,,,Rocco Neubert,East
1355,S93L97VV,Cecily Lampkin,MG Special,Scottech,Won,2017-03-07,2017-03-17,47.0,0.0,,,Dustin Brinkmann,Central
1356,HRU8FNE1,Corliss Cosme,GTX Basic,Donquadtech,Won,2017-03-07,2017-03-10,542.0,0.0,,,Cara Losch,East
1357,JDFN8AZI,Corliss Cosme,GTXPro,Xx-zobam,Won,2017-03-07,2017-03-16,4980.0,1.0,,,Cara Losch,East
1358,11EK1VP7,Darcel Schlecht,GTXPro,Funholding,Won,2017-03-07,2017-05-28,4978.0,1.0,,,Melvin Marxen,Central
1359,50HQRWGJ,Donn Cantrell,GTXPro,Vehement Capital Partners,Won,2017-03-07,2017-06-10,5256.0,1.0,,,Rocco Neubert,East
1360,N90VSHI2,Elease Gluck,GTXPro,Hottechi,Won,2017-03-07,2017-06-07,4327.0,1.0,,,Celia Rouche,West
1361,21PRD9FN,Garret Kinder,GTXPro,Donware,Won,2017-03-07,2017-05-15,5022.0,1.0,,,Cara Losch,East
1362,ITIQJARB,Gladys Colclough,GTX Plus Pro,Bioholding,Won,2017-03-07,2017-03-11,4887.0,1.0,,,Melvin Marxen,Central
1363,EAUV9J9L,Gladys Colclough,MG Advanced,Stanredtax,Won,2017-03-07,2017-03-21,3724.0,1.0,,,Melvin Marxen,Central
1364,9A4H9IAC,James Ascencio,GTX Plus Basic,,Engaging,2017-03-07,,,,,,Summer Sewald,West
1365,XWEZ1WNK,James Ascencio,GTX Basic,Y-corporation,Won,2017-03-07,2017-03-11,535.0,0.0,,,Summer Sewald,West
1366,ZTLLHCBU,Kary Hendrixson,GTX Basic,Dontechi,Engaging,2017-03-07,,,,,,Summer Sewald,West
1367,JTSUYWUD,Kary Hendrixson,GTX Plus Pro,Blackzim,Lost,2017-03-07,2017-05-24,0.0,,,,Summer Sewald,West
1368,CJ5U6GX3,Markita Hansen,MG Advanced,Singletechno,Won,2017-03-07,2017-03-15,3969.0,1.0,,,Celia Rouche,West
1369,SLYFFVBE,Maureen Marcano,GTX Plus Basic,Blackzim,Engaging,2017-03-07,,,,,,Summer Sewald,West
1370,HDUV7VJN,Moses Frase,GTX Plus Pro,Toughzap,Won,2017-03-07,2017-03-13,6805.0,1.0,,,Dustin Brinkmann,Central
1371,5OCY2XME,Niesha Huffines,GTX Plus Basic,Isdom,Won,2017-03-07,2017-06-12,1190.0,0.0,,,Melvin Marxen,Central
1372,1YB00UYY,Rosie Papadopoulos,GTX Plus Pro,Condax,Won,2017-03-07,2017-05-29,4821.0,1.0,,,Cara Losch,East
1373,NCMT5KK3,Vicki Laflamme,GTX Basic,Dalttechnology,Engaging,2017-03-07,,,,,,Celia Rouche,West
1374,Y23HQJRG,Violet Mclelland,MG Special,Kinnamplus,Won,2017-03-07,2017-05-06,53.0,0.0,,,Cara Losch,East
1375,81FNO0VM,Wilburn Farren,GTX Plus Basic,,Engaging,2017-03-07,,,,,,Cara Losch,East
1376,RFQP9VCW,Wilburn Farren,MG Advanced,,Engaging,2017-03-07,,,,,,Cara Losch,East
1377,NGCM47PC,Zane Levy,GTXPro,,Engaging,2017-03-07,,,,,,Summer Sewald,West
1378,9HXSC391,Cassey Cress,MG Advanced,Vehement Capital Partners,Won,2017-03-08,2017-05-22,3087.0,1.0,,,Rocco Neubert,East
1379,ENOMNCOJ,Cecily Lampkin,MG Special,Bioholding,Won,2017-03-08,2017-06-03,59.0,0.0,,,Dustin Brinkmann,Central
1380,CG4TWLUR,Corliss Cosme,GTX Plus Basic,Bubba Gump,Won,2017-03-08,2017-06-02,857.0,0.0,,,Cara Losch,East
1381,0FIG6ZP2,Daniell Hammack,GTX Plus Basic,Massive Dynamic,Won,2017-03-08,2017-06-27,1142.0,0.0,,,Rocco Neubert,East
1382,IA62KQBO,Donn Cantrell,GTX Basic,Ganjaflex,Won,2017-03-08,2017-05-14,566.0,0.0,,,Rocco Neubert,East
1383,C54ZXDLT,Garret Kinder,MG Advanced,Xx-zobam,Won,2017-03-08,2017-03-18,4291.0,1.0,,,Cara Losch,East
1384,X96MMTCI,Hayden Neloms,GTX Plus Basic,Rantouch,Won,2017-03-08,2017-06-16,1039.0,0.0,,,Celia Rouche,West
1385,P4RDU8QM,Hayden Neloms,MG Advanced,Xx-holding,Won,2017-03-08,2017-05-19,3151.0,1.0,,,Celia Rouche,West
1386,7C9Q2ZA3,Jonathan Berthelot,GTX Basic,Gogozoom,Won,2017-03-08,2017-03-24,590.0,0.0,,,Melvin Marxen,Central
1387,YZ1EYM3Y,Jonathan Berthelot,MG Advanced,Ron-tech,Won,2017-03-08,2017-03-18,3217.0,1.0,,,Melvin Marxen,Central
1388,M7J5BV9Q,Kami Bicknell,GTX Basic,Zoomit,Won,2017-03-08,2017-03-11,597.0,0.0,,,Summer Sewald,West
1389,MDRX39D8,Kary Hendrixson,GTXPro,Newex,Won,2017-03-08,2017-05-11,4918.0,1.0,,,Summer Sewald,West
1390,7GRFWF1U,Kary Hendrixson,GTXPro,Scotfind,Won,2017-03-08,2017-03-19,5266.0,1.0,,,Summer Sewald,West
1391,EHP6OQ69,Lajuana Vencill,MG Advanced,Finhigh,Lost,2017-03-08,2017-05-14,0.0,,,,Dustin Brinkmann,Central
1392,JDXSS1HT,Markita Hansen,GTX Basic,Silis,Engaging,2017-03-08,,,,,,Celia Rouche,West
1393,4R1NMA9E,Markita Hansen,GTX Basic,Singletechno,Lost,2017-03-08,2017-05-17,0.0,,,,Celia Rouche,West
1394,CDA8Y12G,Markita Hansen,MG Special,Blackzim,Won,2017-03-08,2017-05-07,61.0,0.0,,,Celia Rouche,West
1395,RYLLRATF,Markita Hansen,MG Advanced,Faxquote,Won,2017-03-08,2017-05-31,3470.0,1.0,,,Celia Rouche,West
1396,KEF5O2Q6,Moses Frase,GTX Basic,Betatech,Lost,2017-03-08,2017-06-26,0.0,,,,Dustin Brinkmann,Central
1397,Y38ULZPM,Rosalina Dieter,MG Special,Newex,Won,2017-03-08,2017-05-28,48.0,0.0,,,Celia Rouche,West
1398,YFP8IZ98,Rosie Papadopoulos,MG Special,Acme Corporation,Won,2017-03-08,2017-06-22,61.0,0.0,,,Cara Losch,East
1399,U9CDTLZM,Vicki Laflamme,MG Special,Blackzim,Lost,2017-03-08,2017-05-26,0.0,,,,Celia Rouche,West
1400,V5AN4BZF,Violet Mclelland,GTX Basic,Silis,Lost,2017-03-08,2017-05-29,0.0,,,,Cara Losch,East
1401,58J6HCYK,Zane Levy,GTX Basic,Y-corporation,Lost,2017-03-08,2017-06-05,0.0,,,,Summer Sewald,West
1402,GDGR4C37,Zane Levy,GTX Plus Basic,Plusstrip,Lost,2017-03-08,2017-05-27,0.0,,,,Summer Sewald,West
1403,COOYICXU,Anna Snelling,GTX Basic,Inity,Lost,2017-03-09,2017-05-22,0.0,,,,Dustin Brinkmann,Central
1404,UALNIVAY,Anna Snelling,GTX Plus Pro,Hottechi,Lost,2017-03-09,2017-05-11,0.0,,,,Dustin Brinkmann,Central
1405,E5UW8AGQ,Anna Snelling,GTX Basic,Streethex,Won,2017-03-09,2017-06-11,595.0,0.0,,,Dustin Brinkmann,Central
1406,EWA9JFBA,Anna Snelling,MG Special,Zumgoity,Won,2017-03-09,2017-06-01,51.0,0.0,,,Dustin Brinkmann,Central
1407,99DK6OHX,Boris Faz,MG Special,Opentech,Lost,2017-03-09,2017-06-08,0.0,,,,Rocco Neubert,East
1408,MK57PHV1,Cassey Cress,GTXPro,Kan-code,Won,2017-03-09,2017-05-25,4624.0,1.0,,,Rocco Neubert,East
1409,T1F2I8ED,Corliss Cosme,GTX Plus Basic,,Engaging,2017-03-09,,,,,,Cara Losch,East
1410,26CH1NDR,Daniell Hammack,GTX Basic,Mathtouch,Engaging,2017-03-09,,,,,,Rocco Neubert,East
1411,ISAWVDYZ,Daniell Hammack,GTX Basic,,Engaging,2017-03-09,,,,,,Rocco Neubert,East
1412,ZGZSYIJV,Darcel Schlecht,GTX Plus Basic,Finhigh,Lost,2017-03-09,2017-05-15,0.0,,,,Melvin Marxen,Central
1413,6LI7FXQT,Darcel Schlecht,MG Special,Bioholding,Lost,2017-03-09,2017-05-28,0.0,,,,Melvin Marxen,Central
1414,D01U0UR8,Darcel Schlecht,GTX Basic,Funholding,Won,2017-03-09,2017-06-17,571.0,0.0,,,Melvin Marxen,Central
1415,9LFX3HBC,Elease Gluck,MG Advanced,Lexiqvolax,Won,2017-03-09,2017-03-25,3333.0,1.0,,,Celia Rouche,West
1416,JP3IMU5X,Gladys Colclough,GTX Plus Pro,Isdom,Won,2017-03-09,2017-05-16,4853.0,1.0,,,Melvin Marxen,Central
1417,5I8WOI8P,Gladys Colclough,MG Special,Toughzap,Won,2017-03-09,2017-06-08,51.0,0.0,,,Melvin Marxen,Central
1418,LJBQ7P0V,James Ascencio,MG Special,Zotware,Engaging,2017-03-09,,,,,,Summer Sewald,West
1419,ZRYPU2QW,James Ascencio,MG Advanced,,Engaging,2017-03-09,,,,,,Summer Sewald,West
1420,7C9BUYV0,James Ascencio,GTX Basic,Cheers,Lost,2017-03-09,2017-05-23,0.0,,,,Summer Sewald,West
1421,GMVW87C4,Kami Bicknell,GTXPro,Cheers,Won,2017-03-09,2017-06-17,5035.0,1.0,,,Summer Sewald,West
1422,NY9ARKRE,Marty Freudenburg,MG Special,Codehow,Won,2017-03-09,2017-06-01,51.0,0.0,,,Melvin Marxen,Central
1423,XO3XXR9X,Maureen Marcano,GTXPro,Dalttechnology,Won,2017-03-09,2017-06-09,4342.0,1.0,,,Summer Sewald,West
1424,8QBIFURM,Versie Hillebrand,MG Advanced,Codehow,Lost,2017-03-09,2017-03-13,0.0,,,,Dustin Brinkmann,Central
1425,0A1LN7GB,Violet Mclelland,MG Special,,Engaging,2017-03-09,,,,,,Cara Losch,East
1426,ZWAJWK40,Violet Mclelland,MG Special,Vehement Capital Partners,Won,2017-03-09,2017-06-22,48.0,0.0,,,Cara Losch,East
1427,WQ0C723A,Zane Levy,GTX Plus Pro,Kan-code,Won,2017-03-09,2017-05-18,5215.0,1.0,,,Summer Sewald,West
1428,RCQ32MXL,Anna Snelling,GTX Plus Basic,Streethex,Lost,2017-03-10,2017-05-12,0.0,,,,Dustin Brinkmann,Central
1429,396WP6JS,Anna Snelling,MG Special,Gogozoom,Won,2017-03-10,2017-03-19,58.0,0.0,,,Dustin Brinkmann,Central
1430,57689GK9,Cecily Lampkin,MG Advanced,Finhigh,Won,2017-03-10,2017-03-20,3587.0,1.0,,,Dustin Brinkmann,Central
1431,S2WDGIHL,Cecily Lampkin,MG Advanced,Warephase,Won,2017-03-10,2017-05-29,2915.0,1.0,,,Dustin Brinkmann,Central
1432,8VG88HMH,Daniell Hammack,GTXPro,Konex,Won,2017-03-10,2017-06-28,4762.0,1.0,,,Rocco Neubert,East
1433,TF7HCU69,Garret Kinder,GTX Plus Basic,Gekko & Co,Won,2017-03-10,2017-06-12,1062.0,0.0,,,Cara Losch,East
1434,0EX7ML4W,Gladys Colclough,GTX Plus Pro,Finhigh,Lost,2017-03-10,2017-05-10,0.0,,,,Melvin Marxen,Central
1435,1B27CZ2M,James Ascencio,GTX Plus Pro,,Engaging,2017-03-10,,,,,,Summer Sewald,West
1436,839AMI93,Kary Hendrixson,GTX Basic,,Engaging,2017-03-10,,,,,,Summer Sewald,West
1437,BFGASJAW,Kary Hendrixson,GTX Basic,,Engaging,2017-03-10,,,,,,Summer Sewald,West
1438,5BSHJG7W,Kary Hendrixson,GTX Basic,Kan-code,Lost,2017-03-10,2017-05-30,0.0,,,,Summer Sewald,West
1439,HW38EMKM,Maureen Marcano,GTX Plus Pro,Kan-code,Lost,2017-03-10,2017-03-20,0.0,,,,Summer Sewald,West
1440,5XPYFICK,Rosie Papadopoulos,MG Special,Inity,Engaging,2017-03-10,,,,,,Cara Losch,East
1441,B5QCN9H7,Violet Mclelland,MG Special,Massive Dynamic,Lost,2017-03-10,2017-05-29,0.0,,,,Cara Losch,East
1442,X7M4GO0J,Violet Mclelland,GTX Plus Basic,Zencorporation,Won,2017-03-10,2017-06-28,1074.0,0.0,,,Cara Losch,East
1443,JYI35PPE,Zane Levy,MG Special,Newex,Lost,2017-03-10,2017-05-05,0.0,,,,Summer Sewald,West
1444,6XHE52MV,Anna Snelling,MG Special,Inity,Lost,2017-03-11,2017-05-30,0.0,,,,Dustin Brinkmann,Central
1445,0YN6EALP,Anna Snelling,MG Special,Scottech,Won,2017-03-11,2017-03-17,57.0,0.0,,,Dustin Brinkmann,Central
1446,A4LUP6W6,Cassey Cress,GTX Basic,Zotware,Won,2017-03-11,2017-05-22,586.0,0.0,,,Rocco Neubert,East
1447,KUK2H5MD,Cecily Lampkin,GTX Plus Basic,Rundofase,Won,2017-03-11,2017-06-13,1184.0,0.0,,,Dustin Brinkmann,Central
1448,HTW9348H,Donn Cantrell,GTX Basic,Silis,Lost,2017-03-11,2017-05-19,0.0,,,,Rocco Neubert,East
1449,ILR33OAV,James Ascencio,MG Advanced,,Engaging,2017-03-11,,,,,,Summer Sewald,West
1450,A6CE8BHR,James Ascencio,GTX Plus Basic,Lexiqvolax,Lost,2017-03-11,2017-06-08,0.0,,,,Summer Sewald,West
1451,UI1UION3,James Ascencio,GTX Basic,J-Texon,Won,2017-03-11,2017-06-10,526.0,0.0,,,Summer Sewald,West
1452,ZPX96Q40,James Ascencio,GTX Plus Pro,Condax,Won,2017-03-11,2017-06-12,5344.0,1.0,,,Summer Sewald,West
1453,I0CYLPNE,James Ascencio,GTXPro,Konex,Won,2017-03-11,2017-05-22,4125.0,1.0,,,Summer Sewald,West
1454,FGH181PC,Kami Bicknell,GTX Basic,Dalttechnology,Won,2017-03-11,2017-06-06,528.0,0.0,,,Summer Sewald,West
1455,8OBC9CQE,Kami Bicknell,MG Advanced,Singletechno,Won,2017-03-11,2017-03-26,3254.0,1.0,,,Summer Sewald,West
1456,G3KFZ8KX,Kary Hendrixson,GTXPro,Green-Plus,Lost,2017-03-11,2017-05-07,0.0,,,,Summer Sewald,West
1457,2Y84YR3K,Kary Hendrixson,GTX Basic,J-Texon,Won,2017-03-11,2017-05-24,516.0,0.0,,,Summer Sewald,West
1458,97QHOOWD,Kary Hendrixson,GTX Basic,Y-corporation,Won,2017-03-11,2017-03-27,538.0,0.0,,,Summer Sewald,West
1459,YL7XWUYO,Lajuana Vencill,GTX Basic,Codehow,Won,2017-03-11,2017-06-17,459.0,0.0,,,Dustin Brinkmann,Central
1460,VO8TFB31,Maureen Marcano,GTX Basic,Cheers,Lost,2017-03-11,2017-06-26,0.0,,,,Summer Sewald,West
1461,Q949MQ5W,Maureen Marcano,GTXPro,Sunnamplex,Won,2017-03-11,2017-05-22,5137.0,1.0,,,Summer Sewald,West
1462,HZU0L5GS,Moses Frase,MG Advanced,Konmatfix,Won,2017-03-11,2017-06-04,3330.0,1.0,,,Dustin Brinkmann,Central
1463,8RF8XVYF,Versie Hillebrand,GTX Basic,Conecom,Won,2017-03-11,2017-05-10,589.0,0.0,,,Dustin Brinkmann,Central
1464,ZILYYA1V,Vicki Laflamme,MG Special,Goodsilron,Won,2017-03-11,2017-03-30,45.0,0.0,,,Celia Rouche,West
1465,BY2L60V1,Zane Levy,MG Special,,Engaging,2017-03-11,,,,,,Summer Sewald,West
1466,NH0WGTR4,Anna Snelling,MG Special,Funholding,Lost,2017-03-12,2017-05-25,0.0,,,,Dustin Brinkmann,Central
1467,73HO9OZC,Cassey Cress,GTX Basic,Finjob,Engaging,2017-03-12,,,,,,Rocco Neubert,East
1468,WBJX6O2D,Cassey Cress,GTX Plus Pro,Opentech,Won,2017-03-12,2017-06-11,5664.0,1.0,,,Rocco Neubert,East
1469,1IHNDN80,Cecily Lampkin,MG Advanced,Streethex,Lost,2017-03-12,2017-05-02,0.0,,,,Dustin Brinkmann,Central
1470,T14K7M5G,Corliss Cosme,GTX Plus Basic,Initech,Won,2017-03-12,2017-06-11,1074.0,0.0,,,Cara Losch,East
1471,XPP2Q5WQ,Darcel Schlecht,GTX Plus Basic,Globex Corporation,Lost,2017-03-12,2017-05-02,0.0,,,,Melvin Marxen,Central
1472,FM4LX5O0,Darcel Schlecht,GTXPro,Treequote,Lost,2017-03-12,2017-05-26,0.0,,,,Melvin Marxen,Central
1473,HG07756D,Elease Gluck,GTX Basic,Finjob,Won,2017-03-12,2017-03-31,481.0,0.0,,,Celia Rouche,West
1474,E7YSM99K,Elease Gluck,GTX Plus Basic,Labdrill,Won,2017-03-12,2017-06-02,1101.0,0.0,,,Celia Rouche,West
1475,4D1FP59D,Gladys Colclough,GTX Basic,Warephase,Won,2017-03-12,2017-06-23,522.0,0.0,,,Melvin Marxen,Central
1476,3E4VTH6E,Hayden Neloms,MG Special,Hatfan,Engaging,2017-03-12,,,,,,Celia Rouche,West
